Player,Position,Games Played,Pass Att,Pass Comp,Pass Comp Percentage,Int,Pass TD,Pass Yds,Pass Yds Per Comp,Pass Yds Per Game,Rush,Rush Yds,Rush Yds Per Attempt,Rush TD,Rush Yds Per Game
Jason Bean,QB,31,463,268,57.88,15,34,3663,13.67,118.16,56.0,346.0,6.18,5.0,43.25
Jason Brown,QB,12,403,251,62.28,6,28,3084,12.29,257.0,0.0,0.0,0.0,0.0,0.0
Jason Collins,QB,11,67,32,47.76,2,3,360,11.25,32.73,0.0,0.0,0.0,0.0,0.0
Jason Driskel,QB,25,605,385,63.64,15,24,4662,12.11,186.48,0.0,0.0,0.0,0.0,0.0
Jason Hill,WR,13,2,2,100.0,0,1,51,25.5,3.92,0.0,0.0,0.0,0.0,0.0
Jason Shelley,QB,32,902,537,59.53,21,45,7147,13.31,223.34,155.0,438.0,2.83,10.0,36.5
Javaughn Craig,QB,26,477,272,57.02,16,31,3574,13.14,137.46,135.0,714.0,5.29,9.0,47.6
Javon Williams Jr.,RB,24,27,14,51.85,0,0,207,14.79,8.62,221.0,979.0,4.43,18.0,40.79
Javon Williams Jr. ,RB,21,25,16,64.0,1,5,397,24.81,18.9,284.0,1570.0,5.53,24.0,74.76
Jawon Pass,QB,23,633,365,57.66,24,24,4575,12.53,198.91,0.0,0.0,0.0,0.0,0.0
Jaxson Dart,QB,19,551,343,62.25,16,29,4327,12.62,227.74,128.0,614.0,4.8,1.0,47.23
Jayden Daniels,QB,43,1111,717,64.54,16,49,8937,12.46,207.84,323.0,1570.0,4.86,17.0,58.15
Jayden Waddell,QB,11,89,55,61.8,4,7,889,16.16,80.82,118.0,494.0,4.19,3.0,44.91
Jayden de Laura,QB,28,923,577,62.51,26,53,7369,12.77,263.18,0.0,0.0,0.0,0.0,0.0
Jaylan Adams,QB,32,253,124,49.01,12,14,1767,14.25,55.22,401.0,1705.0,4.25,21.0,77.5
Jaylian Williamson,QB,11,340,193,56.76,15,11,2290,11.87,208.18,0.0,0.0,0.0,0.0,0.0
Jaylon Henderson,QB,9,143,89,62.24,2,12,1080,12.13,120.0,0.0,0.0,0.0,0.0,0.0
Jaylon Tolbert,QB,9,35,26,74.29,2,3,330,12.69,36.67,0.0,0.0,0.0,0.0,0.0
Jaymason Lee,DB,19,521,249,47.79,15,29,4041,16.23,212.68,0.0,0.0,0.0,0.0,0.0
Jeff Driskel,QB,22,662,395,59.67,18,36,5173,13.1,235.14,0.0,0.0,0.0,0.0,0.0
Jeff George,QB,7,181,94,51.93,10,7,1273,13.54,181.86,0.0,0.0,0.0,0.0,0.0
Jeff Mathews,QB,9,360,228,63.33,13,22,2953,12.95,328.11,0.0,0.0,0.0,0.0,0.0
Jeff Sims,QB,25,633,364,57.5,23,30,4464,12.26,178.56,120.0,492.0,4.1,6.0,49.2
Jeff Undercuffler,QB,27,834,465,55.76,20,55,5877,12.64,217.67,0.0,0.0,0.0,0.0,0.0
Jeff Widener,QB,5,34,21,61.76,2,0,189,9.0,37.8,0.0,0.0,0.0,0.0,0.0
Jeremiah Briscoe,QB,41,1328,785,59.11,31,116,11488,14.63,280.2,0.0,0.0,0.0,0.0,0.0
Jeremiah Hixon,WR,11,1,1,100.0,0,0,45,45.0,4.09,0.0,0.0,0.0,0.0,0.0
Jeremiah Oatsvall,QB,34,666,383,57.51,25,46,5050,13.19,148.53,286.0,1441.0,5.04,17.0,42.38
Jeremy Hunt,QB,7,129,70,54.26,4,6,742,10.6,106.0,0.0,0.0,0.0,0.0,0.0
Jeremy Johnson,QB,12,157,95,60.51,7,10,1054,11.09,87.83,0.0,0.0,0.0,0.0,0.0
Jeremy Moussa,QB,11,394,226,57.36,10,21,2735,12.1,248.64,0.0,0.0,0.0,0.0,0.0
Jerod Evans,QB,14,422,268,63.51,8,29,3552,13.25,253.71,204.0,846.0,4.15,12.0,60.43
Jerreth Sterns,WR,11,2,2,100.0,0,1,63,31.5,5.73,0.0,0.0,0.0,0.0,0.0
Jerrod Heard,QB,12,159,92,57.86,5,5,1214,13.2,101.17,139.0,556.0,4.0,3.0,46.33
Jerry Lovelocke,QB,22,779,486,62.39,18,39,5287,10.88,240.32,74.0,275.0,3.72,9.0,22.92
Jesse Ertz,QB,13,264,152,57.58,4,9,1755,11.55,135.0,183.0,1012.0,5.53,12.0,77.85
Jesse Hosket,QB,22,689,351,50.94,15,26,4155,11.84,188.86,0.0,0.0,0.0,0.0,0.0
Jett Duffey,QB,29,817,517,63.28,23,41,6608,12.78,227.86,116.0,439.0,3.78,10.0,39.91
Jimmy Garoppolo,QB,14,568,375,66.02,9,53,5050,13.47,360.71,0.0,0.0,0.0,0.0,0.0
Jimmy Meyer,QB,8,20,13,65.0,0,1,180,13.85,22.5,0.0,0.0,0.0,0.0,0.0
Jimmy Seewald,QB,21,522,304,58.24,17,31,4045,13.31,192.62,0.0,0.0,0.0,0.0,0.0
Jimmy Walker,QB,20,529,279,52.74,19,29,3594,12.88,179.7,0.0,0.0,0.0,0.0,0.0
Jimmy Weirick,QB,16,392,227,57.91,9,15,3033,13.36,189.56,0.0,0.0,0.0,0.0,0.0
Joe Burrow,QB,28,906,621,68.54,11,76,8565,13.79,305.89,0.0,0.0,0.0,0.0,0.0
Joe Carbone,QB,44,946,504,53.28,37,43,5988,11.88,136.09,0.0,0.0,0.0,0.0,0.0
Joe Craycraft,QB,11,127,66,51.97,3,8,893,13.53,81.18,0.0,0.0,0.0,0.0,0.0
Joe Fagnano,QB,15,481,276,57.38,7,23,3045,11.03,203.0,0.0,0.0,0.0,0.0,0.0
Joe Gray,QB,11,330,210,63.64,9,11,2305,10.98,209.55,0.0,0.0,0.0,0.0,0.0
Joe Green,QB,10,265,148,55.85,3,10,1598,10.8,159.8,0.0,0.0,0.0,0.0,0.0
Joe Hubener,QB,13,275,131,47.64,10,9,1837,14.02,141.31,180.0,613.0,3.41,13.0,47.15
Joe Hudson,QB,9,152,90,59.21,6,5,1044,11.6,116.0,0.0,0.0,0.0,0.0,0.0
Joe Licata,QB,36,1196,737,61.62,34,69,8440,11.45,234.44,0.0,0.0,0.0,0.0,0.0
Joe Mancuso,QB,34,739,442,59.81,28,40,5696,12.89,167.53,181.0,837.0,4.62,11.0,52.31
Joe Milton,QB,6,141,80,56.74,4,4,1077,13.46,179.5,0.0,0.0,0.0,0.0,0.0
Joe Minden,QB,10,201,116,57.71,11,12,1296,11.17,129.6,0.0,0.0,0.0,0.0,0.0
Joe Mischler,QB,16,413,250,60.53,18,26,3051,12.2,190.69,0.0,0.0,0.0,0.0,0.0
Joe Mollberg,QB,10,241,141,58.51,13,7,1729,12.26,172.9,0.0,0.0,0.0,0.0,0.0
Joe Newman,QB,36,292,166,56.85,14,15,2387,14.38,66.31,257.0,1422.0,5.53,18.0,56.88
Joe Southwick,QB,8,208,151,72.6,5,12,1654,10.95,206.75,0.0,0.0,0.0,0.0,0.0
Joe Viviano,QB,17,374,222,59.36,11,18,2712,12.22,159.53,0.0,0.0,0.0,0.0,0.0
Joe Walker,QB,32,410,198,48.29,16,8,2173,10.97,67.91,119.0,422.0,3.55,3.0,38.36
Joe Walker,WR,12,2,2,100.0,0,0,83,41.5,6.92,0.0,0.0,0.0,0.0,0.0
Joel Blumenthal,QB,10,29,19,65.52,1,1,264,13.89,26.4,0.0,0.0,0.0,0.0,0.0
Joel Lanning,QB,23,362,206,56.91,7,19,2537,12.32,110.3,0.0,0.0,0.0,0.0,0.0
Joel Stave,QB,26,706,433,61.33,24,33,5181,11.97,199.27,0.0,0.0,0.0,0.0,0.0
Joey Carino,QB,11,68,41,60.29,0,3,530,12.93,48.18,0.0,0.0,0.0,0.0,0.0
John Bachus III,QB,19,596,343,57.55,16,32,4243,12.37,223.32,0.0,0.0,0.0,0.0,0.0
John Chiarolanzio,QB,9,200,109,54.5,6,5,1069,9.81,118.78,0.0,0.0,0.0,0.0,0.0
John Cook,QB,11,66,22,33.33,4,2,218,9.91,19.82,0.0,0.0,0.0,0.0,0.0
John Gibbs Jr.,QB,25,678,390,57.52,12,42,5049,12.95,201.96,235.0,1451.0,6.17,15.0,58.04
John Lampley,QB,14,192,111,57.81,9,15,1294,11.66,92.43,0.0,0.0,0.0,0.0,0.0
John Lovett,QB,28,313,208,66.45,5,31,2509,12.06,89.61,239.0,1305.0,5.46,33.0,68.68
John O'Korn,QB,13,446,259,58.07,10,28,3117,12.03,239.77,0.0,0.0,0.0,0.0,0.0
John Paddock,QB,12,480,286,59.58,14,18,2719,9.51,226.58,0.0,0.0,0.0,0.0,0.0
John Rhys Plumlee,QB,13,346,218,63.01,8,14,2586,11.86,198.92,313.0,1885.0,6.02,23.0,85.68
John Robertson,QB,24,548,366,66.79,10,48,4813,13.15,200.54,444.0,2483.0,5.59,31.0,103.46
John Russ,QB,46,1126,639,56.75,28,78,8559,13.39,186.07,307.0,1567.0,5.1,18.0,68.13
John Urzua,QB,6,220,136,61.82,9,7,1522,11.19,253.67,0.0,0.0,0.0,0.0,0.0
John Walker,QB,10,224,136,60.71,10,10,1312,9.65,131.2,0.0,0.0,0.0,0.0,0.0
John Wolford,QB,47,1273,761,59.78,41,59,8794,11.56,187.11,140.0,683.0,4.88,10.0,56.92
Johnathan Bennett,QB,12,224,131,58.48,9,12,1534,11.71,127.83,0.0,0.0,0.0,0.0,0.0
Johnathan Bowen,QB,8,108,55,50.93,4,5,699,12.71,87.38,0.0,0.0,0.0,0.0,0.0
Johnathan Brantley,QB,10,307,200,65.15,2,14,2016,10.08,201.6,0.0,0.0,0.0,0.0,0.0
Johnathan Williams,QB,21,704,404,57.39,25,57,5614,13.9,267.33,118.0,484.0,4.1,8.0,53.78
Johnny Manziel,QB,13,429,300,69.93,13,37,4114,13.71,316.46,144.0,759.0,5.27,9.0,58.38
Johnny McCrary,QB,10,267,146,54.68,12,6,1533,10.5,153.3,0.0,0.0,0.0,0.0,0.0
Jon Copeland,QB,22,875,506,57.83,22,44,6325,12.5,287.5,0.0,0.0,0.0,0.0,0.0
Jon Jon Roberts,WR,11,1,1,100.0,0,0,61,61.0,5.55,0.0,0.0,0.0,0.0,0.0
Jon Wassink,QB,30,845,516,61.07,18,50,6482,12.56,216.07,0.0,0.0,0.0,0.0,0.0
Jonah Johnson,QB,11,439,257,58.54,8,10,2709,10.54,246.27,0.0,0.0,0.0,0.0,0.0
Jonathan Banks,QB,11,219,124,56.62,5,12,1797,14.49,163.36,148.0,592.0,4.0,7.0,53.82
Jonathan Carkhuff,QB,11,332,177,53.31,4,9,2266,12.8,206.0,0.0,0.0,0.0,0.0,0.0
Jonathan Perry,QB,10,174,92,52.87,6,10,1379,14.99,137.9,0.0,0.0,0.0,0.0,0.0
Jordan Black,QB,19,146,65,44.52,6,9,1337,20.57,70.37,119.0,467.0,3.92,10.0,51.89
Jordan Davis,QB,10,215,122,56.74,8,10,1386,11.36,138.6,0.0,0.0,0.0,0.0,0.0
Jordan Hoy,QB,9,67,40,59.7,2,6,654,16.35,72.67,81.0,516.0,6.37,7.0,57.33
Jordan Johnson,QB,26,770,437,56.75,11,56,6171,14.12,237.35,0.0,0.0,0.0,0.0,0.0
Jordan Love,QB,38,1125,689,61.24,29,60,8600,12.48,226.32,0.0,0.0,0.0,0.0,0.0
Jordan Lynch,QB,14,404,253,62.62,8,24,2892,11.43,206.57,292.0,1920.0,6.58,23.0,137.14
Jordan McCloud,QB,20,418,244,58.37,10,21,2770,11.35,138.5,0.0,0.0,0.0,0.0,0.0
Jordan Morgan,QB,8,35,18,51.43,0,2,218,12.11,27.25,0.0,0.0,0.0,0.0,0.0
Jordan Reid,QB,12,274,137,50.0,10,4,1510,11.02,125.83,0.0,0.0,0.0,0.0,0.0
Jordan Smith,QB,11,268,132,49.25,14,10,1588,12.03,144.36,0.0,0.0,0.0,0.0,0.0
Jordan Ta'amu,QB,20,591,381,64.47,12,30,5600,14.7,280.0,0.0,0.0,0.0,0.0,0.0
Jordan Travis,QB,31,678,420,61.95,17,45,5809,13.83,187.39,231.0,1089.0,4.71,14.0,60.5
Jordan Vazzano,QB,9,210,86,40.95,15,7,1195,13.9,132.78,0.0,0.0,0.0,0.0,0.0
Jordan West,QB,10,356,230,64.61,8,30,3002,13.05,300.2,0.0,0.0,0.0,0.0,0.0
Jordan Williams,QB,10,92,56,60.87,4,3,509,9.09,50.9,0.0,0.0,0.0,0.0,0.0
Jorge Reyna,QB,12,365,236,64.66,11,15,2655,11.25,221.25,0.0,0.0,0.0,0.0,0.0
Josh Adkins,QB,22,830,497,59.88,24,27,5151,10.36,234.14,0.0,0.0,0.0,0.0,0.0
Josh Allen,QB,25,643,361,56.14,21,44,5015,13.89,200.6,142.0,523.0,3.68,7.0,37.36
Josh Jackson,QB,23,603,334,55.39,15,32,4265,12.77,185.43,0.0,0.0,0.0,0.0,0.0
Josh Kraght,QB,31,246,125,50.81,8,7,1463,11.7,47.19,0.0,0.0,0.0,0.0,0.0
Josh Love,QB,20,770,455,59.09,17,36,5886,12.94,294.3,0.0,0.0,0.0,0.0,0.0
Josh Rosen,QB,30,1170,712,60.85,26,59,9341,13.12,311.37,0.0,0.0,0.0,0.0,0.0
Josh Woodrum,QB,35,1037,650,62.68,21,50,8300,12.77,237.14,0.0,0.0,0.0,0.0,0.0
Joshua Dobbs,QB,26,701,430,61.34,17,42,5237,12.18,201.42,296.0,1502.0,5.07,23.0,57.77
Judd Erickson,QB,10,325,193,59.38,7,20,2293,11.88,229.3,0.0,0.0,0.0,0.0,0.0
Jujuan Young-Battle,QB,9,85,43,50.59,2,2,451,10.49,50.11,0.0,0.0,0.0,0.0,0.0
Julian Calvez,QB,10,151,62,41.06,6,5,685,11.05,68.5,0.0,0.0,0.0,0.0,0.0
Justice Hansen,QB,38,1261,788,62.49,33,83,10133,12.86,266.66,0.0,0.0,0.0,0.0,0.0
Justin Alo,QB,9,194,99,51.03,8,14,1689,17.06,187.67,0.0,0.0,0.0,0.0,0.0
Justin Arias,QB,24,1096,640,58.39,24,62,7623,11.91,317.62,0.0,0.0,0.0,0.0,0.0
Justin Fields,QB,22,579,396,68.39,9,63,5373,13.57,244.23,81.0,383.0,4.73,5.0,47.88
Justin Fomby,QB,11,402,238,59.2,16,16,2297,9.65,208.82,0.0,0.0,0.0,0.0,0.0
Justin Franklin,WR,11,2,2,100.0,0,2,126,63.0,11.45,0.0,0.0,0.0,0.0,0.0
Justin Herbert,QB,44,1293,827,63.96,23,95,10541,12.75,239.57,0.0,0.0,0.0,0.0,0.0
Justin Holman,QB,22,642,350,54.52,28,30,4331,12.37,196.86,0.0,0.0,0.0,0.0,0.0
Justin Miller,QB,28,973,622,63.93,24,44,6937,11.15,247.75,0.0,0.0,0.0,0.0,0.0
Justin Olibrice,WR,2,1,1,100.0,0,1,35,35.0,17.5,0.0,0.0,0.0,0.0,0.0
Justin Sliwoski,QB,20,259,162,62.55,4,21,2194,13.54,109.7,0.0,0.0,0.0,0.0,0.0
Justin Thomas,QB,38,515,250,48.54,16,39,4623,18.49,121.66,327.0,1690.0,5.17,14.0,65.0
Justin Worley,QB,8,196,109,55.61,8,10,1239,11.37,154.88,0.0,0.0,0.0,0.0,0.0
Justis Stokes,WR,9,2,2,100.0,0,2,73,36.5,8.11,0.0,0.0,0.0,0.0,0.0
Juwan Carter,QB,44,1273,749,58.84,33,70,9271,12.38,210.7,90.0,389.0,4.32,6.0,35.36
Jyran Mitchell,RB,11,2,1,50.0,0,0,42,42.0,3.82,0.0,0.0,0.0,0.0,0.0
K.J. Carta-Samuels,QB,10,296,183,61.82,9,19,2261,12.36,226.1,0.0,0.0,0.0,0.0,0.0
K.J. Costello,QB,30,833,527,63.27,26,49,6396,12.14,213.2,0.0,0.0,0.0,0.0,0.0
K.J. Jefferson,QB,13,294,198,67.35,4,21,2676,13.52,205.85,146.0,664.0,4.55,6.0,51.08
KD Humphries,QB,33,1447,932,64.41,30,72,10377,11.13,314.45,0.0,0.0,0.0,0.0,0.0
KJ Jefferson,QB,11,300,204,68.0,5,24,2648,12.98,240.73,158.0,640.0,4.05,9.0,58.18
Ka'Darius Baker,QB,7,161,92,57.14,4,4,1061,11.53,151.57,0.0,0.0,0.0,0.0,0.0
Kade Bell,QB,29,1020,580,56.86,32,77,7945,13.7,273.97,0.0,0.0,0.0,0.0,0.0
Kade Munden,QB,10,30,15,50.0,0,0,194,12.93,19.4,0.0,0.0,0.0,0.0,0.0
Kaelan Riley,QB,21,460,264,57.39,15,18,3052,11.56,145.33,0.0,0.0,0.0,0.0,0.0
Kai Locksley,QB,11,181,103,56.91,5,6,1329,12.9,120.82,126.0,535.0,4.25,5.0,48.64
Kale Pearson,QB,12,171,101,59.06,3,14,1590,15.74,132.5,171.0,687.0,4.02,6.0,57.25
Kaleb Barker,QB,12,460,299,65.0,10,30,3628,12.13,302.33,0.0,0.0,0.0,0.0,0.0
Kaleb Eleby,QB,24,663,421,63.5,11,45,6084,14.45,253.5,0.0,0.0,0.0,0.0,0.0
Kaleb Fletcher,QB,5,69,36,52.17,4,2,374,10.39,74.8,0.0,0.0,0.0,0.0,0.0
Kaleb Griffin,QB,9,33,18,54.55,1,0,172,9.56,19.11,0.0,0.0,0.0,0.0,0.0
Kalen Henderson,QB,11,195,94,48.21,6,3,882,9.38,80.18,0.0,0.0,0.0,0.0,0.0
Kalen Johnson,QB,20,438,227,51.83,18,16,2511,11.06,125.55,0.0,0.0,0.0,0.0,0.0
Kalen Whitlow,QB,10,279,175,62.72,8,20,2050,11.71,205.0,0.0,0.0,0.0,0.0,0.0
Kameron Bryant,QB,11,257,148,57.59,16,12,1936,13.08,176.0,0.0,0.0,0.0,0.0,0.0
Karson Roberts,QB,14,148,77,52.03,11,11,1595,20.71,113.93,168.0,743.0,4.42,10.0,53.07
Karé Lyles,QB,10,202,127,62.87,8,12,1569,12.35,156.9,0.0,0.0,0.0,0.0,0.0
Kasim Hill,QB,35,842,447,53.09,19,48,6239,13.96,178.26,0.0,0.0,0.0,0.0,0.0
Kato Nelson,QB,21,622,329,52.89,14,26,4154,12.63,197.81,0.0,0.0,0.0,0.0,0.0
Keaton Heide,QB,15,14,10,71.43,0,2,203,20.3,13.53,0.0,0.0,0.0,0.0,0.0
Keaton Studsrud,QB,30,690,402,58.26,16,34,5176,12.88,172.53,0.0,0.0,0.0,0.0,0.0
Kedon Slovis,QB,38,1268,836,65.93,33,68,9973,11.93,262.45,0.0,0.0,0.0,0.0,0.0
Keegan Shoemaker,QB,19,564,311,55.14,19,20,3662,11.77,192.74,0.0,0.0,0.0,0.0,0.0
Keegan Smith,QB,10,15,9,60.0,0,0,104,11.56,10.4,0.0,0.0,0.0,0.0,0.0
Keenan Black,QB,19,272,126,46.32,13,15,1662,13.19,87.47,0.0,0.0,0.0,0.0,0.0
Keenan Reynolds,QB,37,354,181,51.13,6,22,3103,17.14,83.86,815.0,3910.0,4.8,78.0,105.68
Keilon Elder,RB,4,1,1,100.0,0,1,77,77.0,19.25,71.0,472.0,6.65,6.0,42.91
Keiran McDonagh,QB,20,516,271,52.52,24,27,3678,13.57,183.9,67.0,369.0,5.51,4.0,36.9
Keith Price,QB,12,352,233,66.19,6,21,2966,12.73,247.17,0.0,0.0,0.0,0.0,0.0
Keith Wenning,QB,13,498,319,64.06,7,35,4148,13.0,319.08,0.0,0.0,0.0,0.0,0.0
Keith Williams,QB,11,284,153,53.87,9,21,2127,13.9,193.36,0.0,0.0,0.0,0.0,0.0
Kellen Mond,QB,23,716,446,62.29,12,39,5179,11.61,225.17,126.0,500.0,3.97,8.0,38.46
Kelly Bryant,QB,24,690,443,64.2,14,28,5017,11.33,209.04,192.0,665.0,3.46,11.0,47.5
Ken Seals,QB,17,512,313,61.13,18,17,3109,9.93,182.88,0.0,0.0,0.0,0.0,0.0
Kendall Catalon,WR,11,3,2,66.67,0,0,53,26.5,4.82,0.0,0.0,0.0,0.0,0.0
Kendrick Doss,QB,9,56,34,60.71,2,3,441,12.97,49.0,0.0,0.0,0.0,0.0,0.0
Kenji Bahar,QB,48,1290,798,61.86,34,70,9642,12.08,200.88,0.0,0.0,0.0,0.0,0.0
Kenny Hill,QB,26,840,538,64.05,21,40,6360,11.82,244.62,125.0,609.0,4.87,10.0,46.85
Kenny Pickett,QB,48,1608,1006,62.56,31,80,11794,11.72,245.71,0.0,0.0,0.0,0.0,0.0
Kenny Potter,QB,22,578,365,63.15,17,31,4257,11.66,193.5,0.0,0.0,0.0,0.0,0.0
Kent Myers,QB,31,757,456,60.24,18,34,5260,11.54,169.68,0.0,0.0,0.0,0.0,0.0
Kenyon Oblad,QB,11,308,167,54.22,9,18,2081,12.46,189.18,0.0,0.0,0.0,0.0,0.0
Keon Howard,QB,19,428,250,58.41,12,23,3010,12.04,158.42,95.0,474.0,4.99,10.0,47.4
Keondre Wudtee,QB,5,137,80,58.39,1,4,1080,13.5,216.0,0.0,0.0,0.0,0.0,0.0
Ker-Sean Wislon,QB,12,82,36,43.9,5,2,263,7.31,21.92,0.0,0.0,0.0,0.0,0.0
Kevin Anderson,QB,22,667,430,64.47,14,59,5907,13.74,268.5,0.0,0.0,0.0,0.0,0.0
Kevin Davidson,QB,19,363,242,66.67,6,25,2955,12.21,155.53,0.0,0.0,0.0,0.0,0.0
Kevin Duke,QB,31,607,358,58.98,22,30,4561,12.74,147.13,91.0,473.0,5.2,7.0,47.3
Kevin Earl,QB,10,314,165,52.55,9,9,1920,11.64,192.0,0.0,0.0,0.0,0.0,0.0
Kevin Hogan,QB,41,951,618,64.98,26,66,8289,13.41,202.17,84.0,355.0,4.23,2.0,25.36
Kevin Thomson,QB,12,450,265,58.89,8,27,3216,12.14,268.0,206.0,1113.0,5.4,21.0,55.65
Keyion Dixon,WR,9,2,1,50.0,0,0,26,26.0,2.89,0.0,0.0,0.0,0.0,0.0
Kha'Darrius Davis,QB,19,482,273,56.64,21,31,3058,11.2,160.95,0.0,0.0,0.0,0.0,0.0
Khaleel Jenkins,QB,10,89,46,51.69,0,9,777,16.89,77.7,191.0,664.0,3.48,9.0,66.4
Khalil Tate,QB,33,747,441,59.04,28,54,6075,13.78,184.09,153.0,1411.0,9.22,12.0,128.27
Kiaran Turner,WR,11,1,1,100.0,0,0,63,63.0,5.73,0.0,0.0,0.0,0.0,0.0
Kierra Harris,QB,23,494,262,53.04,17,25,3204,12.23,139.3,230.0,807.0,3.51,16.0,35.09
Kirk Rygol,QB,2,3,1,33.33,0,0,9,9.0,4.5,0.0,0.0,0.0,0.0,0.0
Kirkland Banks,WR,6,1,1,100.0,0,0,10,10.0,1.67,0.0,0.0,0.0,0.0,0.0
Kohen Granier,QB,10,312,177,56.73,13,14,1907,10.77,190.7,0.0,0.0,0.0,0.0,0.0
Kolton Browning,QB,10,352,200,56.82,8,21,2179,10.9,217.9,0.0,0.0,0.0,0.0,0.0
Kori Garcia,RB,12,3,2,66.67,0,0,49,24.5,4.08,424.0,2668.0,6.29,18.0,76.23
Kory Curtis,QB,11,301,174,57.81,6,7,1700,9.77,154.55,0.0,0.0,0.0,0.0,0.0
Kory Faulkner,QB,9,272,165,60.66,4,18,1997,12.1,221.89,0.0,0.0,0.0,0.0,0.0
Kris Brown,QB,14,165,107,64.85,4,4,1141,10.66,81.5,0.0,0.0,0.0,0.0,0.0
Kurt Benkert,QB,24,915,526,57.49,20,46,5759,10.95,239.96,0.0,0.0,0.0,0.0,0.0
Kurt Hess,QB,12,265,164,61.89,6,22,2229,13.59,185.75,0.0,0.0,0.0,0.0,0.0
Kurt Rawlings,QB,20,606,391,64.52,12,46,5322,13.61,266.1,0.0,0.0,0.0,0.0,0.0
Kurtis Rourke,QB,21,612,413,67.48,11,36,5058,12.25,240.86,0.0,0.0,0.0,0.0,0.0
Kurtis Wilderman,QB,9,169,116,68.64,4,6,1170,10.09,130.0,0.0,0.0,0.0,0.0,0.0
Kwadra Griggs,QB,10,265,148,55.85,2,16,1879,12.7,187.9,0.0,0.0,0.0,0.0,0.0
Kwashaun Quick,QB,21,333,192,57.66,10,17,2079,10.83,99.0,121.0,610.0,5.04,6.0,55.45
Kyle Allen,QB,11,283,160,56.54,7,17,2210,13.81,200.91,0.0,0.0,0.0,0.0,0.0
Kyle Bolin,QB,7,137,78,56.93,6,7,1154,14.79,164.86,0.0,0.0,0.0,0.0,0.0
Kyle Castner,WR,10,5,4,80.0,0,2,52,13.0,5.2,0.0,0.0,0.0,0.0,0.0
Kyle Kempt,QB,9,243,161,66.26,3,15,1787,11.1,198.56,0.0,0.0,0.0,0.0,0.0
Kyle Lauletta,QB,36,1173,742,63.26,35,71,10357,13.96,287.69,0.0,0.0,0.0,0.0,0.0
Kyle Moreno,QB,9,45,28,62.22,2,2,360,12.86,40.0,0.0,0.0,0.0,0.0,0.0
Kyle Nolan,QB,31,935,532,56.9,18,31,5277,9.92,170.23,0.0,0.0,0.0,0.0,0.0
Kyle Pohl,QB,22,785,433,55.16,18,23,4627,10.69,210.32,0.0,0.0,0.0,0.0,0.0
Kyle Postma,QB,7,167,111,66.47,6,5,1125,10.14,160.71,0.0,0.0,0.0,0.0,0.0
Kyle Romano,QB,9,34,21,61.76,1,1,202,9.62,22.44,0.0,0.0,0.0,0.0,0.0
Kyle Shurmur,QB,38,1161,678,58.4,26,59,8362,12.33,220.05,0.0,0.0,0.0,0.0,0.0
Kyle Sloter,QB,11,318,198,62.26,10,29,2656,13.41,241.45,0.0,0.0,0.0,0.0,0.0
Kyle Snyder,QB,12,320,196,61.25,14,23,2582,13.17,215.17,180.0,661.0,3.67,9.0,55.08
Kyle Trask,QB,24,791,538,68.02,15,68,7224,13.43,301.0,0.0,0.0,0.0,0.0,0.0
Kyle Vantrease,QB,43,1190,727,61.09,27,50,8598,11.83,199.95,0.0,0.0,0.0,0.0,0.0
Kyler Murray,QB,14,377,260,68.97,7,42,4361,16.77,311.5,140.0,1001.0,7.15,12.0,71.5
Kylil Carter,QB,23,358,196,54.75,3,22,2594,13.23,112.78,117.0,579.0,4.95,2.0,48.25
Kylin James,RB,11,2,2,100.0,0,2,129,64.5,11.73,95.0,649.0,6.83,3.0,59.0
Kyren Poe,QB,11,270,163,60.37,10,6,1602,9.83,145.64,0.0,0.0,0.0,0.0,0.0
L. Anthony,QB,11,484,319,65.91,9,23,3019,9.46,274.45,0.0,0.0,0.0,0.0,0.0
Ladarius Skelton,QB,28,431,250,58.0,14,26,3168,12.67,113.14,340.0,1710.0,5.03,26.0,61.07
Lamar Jackson,QB,38,1086,619,57.0,27,69,9043,14.61,237.97,655.0,4132.0,6.31,50.0,108.74
Lamar Jordan,QB,23,230,120,52.17,13,11,1940,16.17,84.35,381.0,2158.0,5.66,15.0,61.66
Lamar Raynard,QB,43,927,551,59.44,20,68,6975,12.66,162.21,0.0,0.0,0.0,0.0,0.0
Lamontiez Ivy,QB,12,422,270,63.98,14,22,3209,11.89,267.42,0.0,0.0,0.0,0.0,0.0
Lance Lawson,WR,6,1,1,100.0,0,0,-3,-3.0,-0.5,0.0,0.0,0.0,0.0,0.0
Landry Klann,QB,10,96,53,55.21,4,4,698,13.17,69.8,0.0,0.0,0.0,0.0,0.0
Larry Brihm,QB,41,647,387,59.81,11,31,4685,12.11,114.27,0.0,0.0,0.0,0.0,0.0
Lavell McCullers,QB,9,145,72,49.66,1,5,907,12.6,100.78,0.0,0.0,0.0,0.0,0.0
Lawson Page,QB,22,715,411,57.48,22,37,4922,11.98,223.73,165.0,780.0,4.73,8.0,70.91
Layne Hatcher,QB,44,1288,796,61.8,35,84,10080,12.66,229.09,0.0,0.0,0.0,0.0,0.0
Lennox McAfee,RB,12,1,1,100.0,0,1,75,75.0,6.25,219.0,1601.0,7.31,14.0,64.04
Lenorris Footman,QB,20,402,214,53.23,8,24,2969,13.87,148.45,241.0,1475.0,6.12,18.0,73.75
