Player,Position,Games Played,Receptions,Reception Yds,Reception Yds Per Attempt,Reception TD,Reception Yds Per Game,Rush,Rush Yds,Rush Yds Per Attempt,Rush TD,Rush Yds Per Game
Trevon Clark,WR,12,33,658,19.94,4,54.83,0.0,0.0,0.0,0.0,0.0
Trevon Grimes,WR,11,38,589,15.5,9,53.55,0.0,0.0,0.0,0.0,0.0
Trevonte Rucker,WR,13,26,515,19.81,2,39.62,0.0,0.0,0.0,0.0,0.0
Trevor Begue,WR,32,125,1851,14.81,15,57.84,0.0,0.0,0.0,0.0,0.0
Trevor Davis,WR,13,40,672,16.8,2,51.69,0.0,0.0,0.0,0.0,0.0
Trevor Tiefenthaler,WR,14,45,547,12.16,0,39.07,0.0,0.0,0.0,0.0,0.0
Trey Burton,WR,12,38,445,11.71,1,37.08,0.0,0.0,0.0,0.0,0.0
Trey Gross,WR,16,65,873,13.43,18,54.56,0.0,0.0,0.0,0.0,0.0
Trey Huelskamp,TE,12,48,471,9.81,2,39.25,0.0,0.0,0.0,0.0,0.0
Trey McBride,TE,24,135,1681,12.45,5,70.04,0.0,0.0,0.0,0.0,0.0
Trey Palmer,WR,12,71,1043,14.69,9,86.92,0.0,0.0,0.0,0.0,0.0
Trey Quinn,WR,13,114,1236,10.84,13,95.08,0.0,0.0,0.0,0.0,0.0
Trey Watts,RB,12,46,395,8.59,1,32.92,268.0,1329.0,4.96,11.0,110.75
Treylon Burks,WR,21,117,1924,16.44,18,91.62,0.0,0.0,0.0,0.0,0.0
Trishton Jackson,WR,12,66,1023,15.5,11,85.25,0.0,0.0,0.0,0.0,0.0
Tristan Golightly,WR,11,40,636,15.9,4,57.82,0.0,0.0,0.0,0.0,0.0
Tristen Wallace,WR,10,38,629,16.55,4,62.9,0.0,0.0,0.0,0.0,0.0
Tromaine Dennis,RB,11,30,291,9.7,0,26.45,199.0,842.0,4.23,6.0,76.55
Troy Doles,WR,10,66,963,14.59,7,96.3,0.0,0.0,0.0,0.0,0.0
Troy Franklin,WR,13,61,891,14.61,9,68.54,0.0,0.0,0.0,0.0,0.0
Troy Fumagalli,TE,27,93,1127,12.12,6,41.74,0.0,0.0,0.0,0.0,0.0
Troy Grant,WR,11,51,542,10.63,4,49.27,0.0,0.0,0.0,0.0,0.0
Troy Niklas,TE,13,32,498,15.56,5,38.31,0.0,0.0,0.0,0.0,0.0
Troy Pelletier,WR,46,328,4216,12.85,37,91.65,0.0,0.0,0.0,0.0,0.0
Tré Turner,WR,10,34,529,15.56,3,52.9,0.0,0.0,0.0,0.0,0.0
Tucker Kraft,TE,15,65,773,11.89,6,51.53,0.0,0.0,0.0,0.0,0.0
Tuff McClain,WR,12,22,296,13.45,1,24.67,0.0,0.0,0.0,0.0,0.0
Turner Petersen,WR,11,26,348,13.38,4,31.64,0.0,0.0,0.0,0.0,0.0
Turner Smiley,WR,14,35,623,17.8,5,44.5,0.0,0.0,0.0,0.0,0.0
Tutu  Atwell,WR,22,116,1901,16.39,19,86.41,0.0,0.0,0.0,0.0,0.0
Twarn Mixson,WR,30,131,2050,15.65,19,68.33,0.0,0.0,0.0,0.0,0.0
Ty Fryfogle,WR,21,82,1325,16.16,10,63.1,0.0,0.0,0.0,0.0,0.0
Ty James,WR,32,108,2234,20.69,23,69.81,0.0,0.0,0.0,0.0,0.0
Ty King,WR,7,33,609,18.45,3,87.0,0.0,0.0,0.0,0.0,0.0
Ty Lee,WR,40,213,2537,11.91,21,63.42,0.0,0.0,0.0,0.0,0.0
Ty MacPherson,WR,19,77,1395,18.12,11,73.42,0.0,0.0,0.0,0.0,0.0
Ty Montgomery,WR,25,122,1562,12.8,13,62.48,0.0,0.0,0.0,0.0,0.0
Ty Rutledge,WR,11,47,504,10.72,2,45.82,0.0,0.0,0.0,0.0,0.0
Ty Scott,WR,23,113,1776,15.72,12,77.22,0.0,0.0,0.0,0.0,0.0
Ty Taylor,WR,10,31,393,12.68,5,39.3,0.0,0.0,0.0,0.0,0.0
Tylan Wallace,WR,31,198,3316,16.75,26,106.97,0.0,0.0,0.0,0.0,0.0
Tyler Adams,WR,11,39,689,17.67,5,62.64,0.0,0.0,0.0,0.0,0.0
Tyler Artim,WR,23,69,787,11.41,5,34.22,0.0,0.0,0.0,0.0,0.0
Tyler Boyd,WR,63,403,5287,13.12,33,83.92,0.0,0.0,0.0,0.0,0.0
Tyler Conklin,TE,13,42,560,13.33,6,43.08,0.0,0.0,0.0,0.0,0.0
Tyler Currie,WR,11,35,548,15.66,5,49.82,0.0,0.0,0.0,0.0,0.0
Tyler Dube,WR,36,205,2989,14.58,34,83.03,0.0,0.0,0.0,0.0,0.0
Tyler Higbee,TE,9,38,563,14.82,8,62.56,0.0,0.0,0.0,0.0,0.0
Tyler Hudson,WR,45,236,4081,17.29,29,90.69,0.0,0.0,0.0,0.0,0.0
Tyler Johnson,WR,36,199,3164,15.9,32,87.89,0.0,0.0,0.0,0.0,0.0
Tyler Kroft,TE,13,43,573,13.33,4,44.08,0.0,0.0,0.0,0.0,0.0
Tyler Lockett,WR,25,187,2777,14.85,22,111.08,0.0,0.0,0.0,0.0,0.0
Tyler McDonald,WR,13,51,958,18.78,7,73.69,0.0,0.0,0.0,0.0,0.0
Tyler Page,WR,9,39,422,10.82,2,46.89,0.0,0.0,0.0,0.0,0.0
Tyler Scott,WR,11,54,899,16.65,9,81.73,0.0,0.0,0.0,0.0,0.0
Tyler Snead,WR,33,186,2138,11.49,14,64.79,0.0,0.0,0.0,0.0,0.0
Tyler Vaughns,WR,45,222,2801,12.62,20,62.24,0.0,0.0,0.0,0.0,0.0
Tyler Wilhelm,TE,12,22,336,15.27,0,28.0,0.0,0.0,0.0,0.0,0.0
Tyler Wilkins,WR,34,137,1966,14.35,13,57.82,0.0,0.0,0.0,0.0,0.0
Tyler Winston,DB,10,58,858,14.79,5,85.8,0.0,0.0,0.0,0.0,0.0
Tyler Winston,WR,12,78,694,8.9,5,57.83,0.0,0.0,0.0,0.0,0.0
Tyquan Thornton,WR,14,62,948,15.29,10,67.71,0.0,0.0,0.0,0.0,0.0
Tyquan Thorton,WR,14,45,782,17.38,5,55.86,0.0,0.0,0.0,0.0,0.0
Tyrain Taylor,WR,12,39,691,17.72,4,57.58,0.0,0.0,0.0,0.0,0.0
Tyre Brady,WR,24,133,1944,14.62,17,81.0,0.0,0.0,0.0,0.0,0.0
Tyre McCants,WR,25,95,1303,13.72,10,52.12,0.0,0.0,0.0,0.0,0.0
Tyre'Oune Holmes,WR,11,53,410,7.74,2,37.27,0.0,0.0,0.0,0.0,0.0
Tyree Watkins,WR,11,45,484,10.76,4,44.0,0.0,0.0,0.0,0.0,0.0
Tyreese Russell,TE,12,44,594,13.5,3,49.5,0.0,0.0,0.0,0.0,0.0
Tyrell Blanks,WR,37,114,1492,13.09,10,40.32,0.0,0.0,0.0,0.0,0.0
Tyrell Holmes,WR,23,96,1528,15.92,12,66.43,0.0,0.0,0.0,0.0,0.0
Tyrell Shavers,WR,13,38,643,16.92,3,49.46,0.0,0.0,0.0,0.0,0.0
Tyrese Chambers,WR,33,146,2429,16.64,21,73.61,0.0,0.0,0.0,0.0,0.0
Tyrice Richie,WR,15,97,1137,11.72,5,75.8,0.0,0.0,0.0,0.0,0.0
Tyrin Ralph,WR,5,24,307,12.79,1,61.4,0.0,0.0,0.0,0.0,0.0
Tyrin Smith,WR,25,104,1609,15.47,11,64.36,0.0,0.0,0.0,0.0,0.0
Tyron Johnson,WR,13,53,845,15.94,7,65.0,0.0,0.0,0.0,0.0,0.0
Tyrone Broden,WR,11,36,596,16.56,5,54.18,0.0,0.0,0.0,0.0,0.0
Tyrone Howell,WR,12,50,852,17.04,6,71.0,0.0,0.0,0.0,0.0,0.0
Tyrone Scott,WR,14,37,650,17.57,5,46.43,0.0,0.0,0.0,0.0,0.0
Tyrone Tracy,WR,13,36,589,16.36,3,45.31,0.0,0.0,0.0,0.0,0.0
Tyshaun James,WR,24,93,1627,17.49,14,67.79,0.0,0.0,0.0,0.0,0.0
Tyshon Goode,DB,12,45,458,10.18,2,38.17,0.0,0.0,0.0,0.0,0.0
Tyson Thompson,WR,10,57,562,9.86,2,56.2,0.0,0.0,0.0,0.0,0.0
Van Jefferson,WR,13,49,657,13.41,6,50.54,0.0,0.0,0.0,0.0,0.0
Vasquez Haynes,WR,11,29,354,12.21,3,32.18,0.0,0.0,0.0,0.0,0.0
Velus Jones Jr.,WR,13,62,807,13.02,7,62.08,0.0,0.0,0.0,0.0,0.0
Ventell Bryant,WR,38,144,2164,15.03,10,56.95,0.0,0.0,0.0,0.0,0.0
Verlon Hunter,WR,22,81,1146,14.15,14,52.09,0.0,0.0,0.0,0.0,0.0
Vic Wharton III,WR,12,67,871,13.0,5,72.58,0.0,0.0,0.0,0.0,0.0
Victor Bolden,WR,11,72,798,11.08,2,72.55,0.0,0.0,0.0,0.0,0.0
Victor Dean,WR,12,23,521,22.65,7,43.42,0.0,0.0,0.0,0.0,0.0
Victor Tucker,WR,41,187,2660,14.22,13,64.88,0.0,0.0,0.0,0.0,0.0
Victor Williams,WR,17,85,1161,13.66,4,68.29,0.0,0.0,0.0,0.0,0.0
Vince Mayle,WR,25,148,2022,13.66,16,80.88,0.0,0.0,0.0,0.0,0.0
Vince Sanders,WR,21,60,1021,17.02,7,48.62,0.0,0.0,0.0,0.0,0.0
Vincent Nisivoccia,WR,11,50,691,13.82,6,62.82,0.0,0.0,0.0,0.0,0.0
Vinny Papale,WR,12,36,618,17.17,6,51.5,0.0,0.0,0.0,0.0,0.0
Vintavious Cooper,RB,13,44,412,9.36,1,31.69,230.0,1193.0,5.19,13.0,91.77
Walter Powell,WR,10,66,837,12.68,13,83.7,0.0,0.0,0.0,0.0,0.0
Wan'Dale Robinson,WR,21,155,1795,11.58,8,85.48,0.0,0.0,0.0,0.0,0.0
Warren Jackson,WR,10,77,1119,14.53,8,111.9,0.0,0.0,0.0,0.0,0.0
Warren Newman,WR,6,35,288,8.23,5,48.0,0.0,0.0,0.0,0.0,0.0
Wayne Capers,WR,23,102,1763,17.28,18,76.65,0.0,0.0,0.0,0.0,0.0
Weldon Garlington,WR,12,58,879,15.16,7,73.25,0.0,0.0,0.0,0.0,0.0
Wes Rockett,WR,20,104,1218,11.71,11,60.9,0.0,0.0,0.0,0.0,0.0
Wes Saxton,TE,12,50,635,12.7,0,52.92,0.0,0.0,0.0,0.0,0.0
Wesley Preece,TE,10,36,568,15.78,9,56.8,0.0,0.0,0.0,0.0,0.0
Whop Philyor,WR,20,124,1497,12.07,8,74.85,0.0,0.0,0.0,0.0,0.0
Wil Young,WR,11,46,535,11.63,4,48.64,0.0,0.0,0.0,0.0,0.0
Will Carter,WR,26,135,2089,15.47,13,80.35,0.0,0.0,0.0,0.0,0.0
Will Fuller,WR,26,138,2352,17.04,29,90.46,0.0,0.0,0.0,0.0,0.0
Will Huzzie,WR,30,127,1677,13.2,14,55.9,0.0,0.0,0.0,0.0,0.0
Will Jefferson Jr.,WR,12,51,688,13.49,5,57.33,0.0,0.0,0.0,0.0,0.0
Will Sheppard,WR,23,103,1353,13.14,13,58.83,0.0,0.0,0.0,0.0,0.0
Will Tye,TE,23,79,1015,12.85,9,44.13,0.0,0.0,0.0,0.0,0.0
Will VEREEN,WR,12,45,587,13.04,3,48.92,0.0,0.0,0.0,0.0,0.0
William Dukes,WR,12,35,553,15.8,6,46.08,0.0,0.0,0.0,0.0,0.0
William Morris,WR,34,227,3088,13.6,20,90.82,0.0,0.0,0.0,0.0,0.0
William Tanner,WR,23,85,1183,13.92,9,51.43,0.0,0.0,0.0,0.0,0.0
William Wicks,WR,11,51,704,13.8,5,64.0,98.0,884.0,9.02,11.0,88.4
Willie Byrn,WR,13,51,660,12.94,2,50.77,0.0,0.0,0.0,0.0,0.0
Willie Johnson,WR,13,32,625,19.53,3,48.08,0.0,0.0,0.0,0.0,0.0
Willie Matthews,RB,10,45,265,5.89,1,26.5,310.0,1304.0,4.21,17.0,59.27
Willie McNeal,WR,25,102,1265,12.4,13,50.6,0.0,0.0,0.0,0.0,0.0
Willie Patterson,WR,14,43,615,14.3,9,43.93,0.0,0.0,0.0,0.0,0.0
Willie Police,WR,12,40,367,9.18,0,30.58,0.0,0.0,0.0,0.0,0.0
Willie Quinn,WR,48,232,3216,13.86,26,67.0,0.0,0.0,0.0,0.0,0.0
Willie Snead,WR,13,106,1516,14.3,15,116.62,0.0,0.0,0.0,0.0,0.0
Willie Tucker,WR,5,18,312,17.33,2,62.4,0.0,0.0,0.0,0.0,0.0
Willie Wright,WR,14,56,657,11.73,6,46.93,0.0,0.0,0.0,0.0,0.0
Willie Young,WR,33,164,2239,13.65,17,67.85,0.0,0.0,0.0,0.0,0.0
Winston Wright,WR,23,110,1241,11.28,7,53.96,0.0,0.0,0.0,0.0,0.0
Wyatt Demps,WR,24,120,1594,13.28,20,66.42,0.0,0.0,0.0,0.0,0.0
Xavier Borishade,WR,13,47,688,14.64,8,52.92,0.0,0.0,0.0,0.0,0.0
Xavier Gaines,TE,10,28,404,14.43,4,40.4,0.0,0.0,0.0,0.0,0.0
Xavier Gipson,WR,44,244,4321,17.71,37,98.2,0.0,0.0,0.0,0.0,0.0
Xavier Guillory,WR,16,70,1109,15.84,8,69.31,0.0,0.0,0.0,0.0,0.0
Xavier Hutchinson,WR,37,254,2929,11.53,15,79.16,0.0,0.0,0.0,0.0,0.0
Xavier Lane,WR,20,90,1160,12.89,4,58.0,0.0,0.0,0.0,0.0,0.0
Xavier Maxwell,WR,13,28,405,14.46,4,31.15,0.0,0.0,0.0,0.0,0.0
Xavier Moss,WR,12,35,463,13.23,1,38.58,0.0,0.0,0.0,0.0,0.0
Xavier Smith,WR,44,280,3623,12.94,29,82.34,0.0,0.0,0.0,0.0,0.0
Xavier Ubosi,WR,14,35,837,23.91,8,59.79,0.0,0.0,0.0,0.0,0.0
Xavier Weaver,WR,19,94,1433,15.24,8,75.42,0.0,0.0,0.0,0.0,0.0
Xavier White,WR,13,45,572,12.71,3,44.0,0.0,0.0,0.0,0.0,0.0
Xavier Worthy,WR,25,122,1741,14.27,21,69.64,0.0,0.0,0.0,0.0,0.0
Yedidiah Louis,WR,54,294,3942,13.41,29,73.0,0.0,0.0,0.0,0.0,0.0
Yo'Heinz Tyler,WR,8,42,607,14.45,8,75.88,0.0,0.0,0.0,0.0,0.0
Yogi Flager,WR,16,71,1156,16.28,7,72.25,0.0,0.0,0.0,0.0,0.0
Yusef Ali,WR,7,37,457,12.35,2,65.29,0.0,0.0,0.0,0.0,0.0
Zabrian Moore,WR,15,71,1420,20.0,14,94.67,0.0,0.0,0.0,0.0,0.0
Zach Bauman,RB,12,44,305,6.93,1,25.42,270.0,1456.0,5.39,9.0,121.33
Zach Burdick,WR,12,34,655,19.26,2,54.58,0.0,0.0,0.0,0.0,0.0
Zach D'Orazio,WR,24,104,1225,11.78,5,51.04,0.0,0.0,0.0,0.0,0.0
Zach Mathis,WR,15,35,520,14.86,3,34.67,0.0,0.0,0.0,0.0,0.0
Zach Pascal,WR,25,133,1916,14.41,17,76.64,0.0,0.0,0.0,0.0,0.0
Zach Patterson,WR,11,83,710,8.55,5,64.55,0.0,0.0,0.0,0.0,0.0
Zach Pendleton,WR,11,53,1067,20.13,10,97.0,0.0,0.0,0.0,0.0,0.0
Zach Vraa,WR,44,149,2338,15.69,24,53.14,0.0,0.0,0.0,0.0,0.0
Zachary Leslie,WR,33,129,1954,15.15,19,59.21,0.0,0.0,0.0,0.0,0.0
Zack Kuntz,TE,13,73,692,9.48,5,53.23,0.0,0.0,0.0,0.0,0.0
Zack Smith,WR,8,38,403,10.61,4,50.38,0.0,0.0,0.0,0.0,0.0
Zack Wilke,WR,10,59,668,11.32,2,66.8,0.0,0.0,0.0,0.0,0.0
Zack Wolfe,TE,13,17,269,15.82,3,20.69,0.0,0.0,0.0,0.0,0.0
Zae Giles,WR,11,58,518,8.93,4,47.09,0.0,0.0,0.0,0.0,0.0
Zakhari Franklin,WR,37,224,2857,12.75,34,77.22,0.0,0.0,0.0,0.0,0.0
Zane Fakes,TE,13,41,410,10.0,2,31.54,0.0,0.0,0.0,0.0,0.0
Zane Pope,WR,14,50,623,12.46,4,44.5,0.0,0.0,0.0,0.0,0.0
Zay Flowers,WR,35,178,2715,15.25,26,77.57,0.0,0.0,0.0,0.0,0.0
Zay Jones,WR,12,158,1746,11.05,8,145.5,0.0,0.0,0.0,0.0,0.0
Zedakiah Centers,WR,10,36,547,15.19,5,54.7,0.0,0.0,0.0,0.0,0.0
